longitude,latitude,SAUID,SAFIELD000,SAFIELD001,SAFIELD002,SAFIELD003,SAFIELD004,SAFIELD005,SAFIELD006
139.0411015,37.86680575,1470,しゅもく公園,曽野木1丁目18番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,南地区,屋外
139.1448715,37.85637426,1324,横越中央西公園,横越中央1丁目4606番地6, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.1466827,37.8564174,1325,横越中央東公園,横越中央2丁目4611番地21, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.1452896,37.84975987,1326,横越さつき公園,横越上町1丁目543番地10, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.1371659,37.87595109,1342,うぐいす公園,うぐいす2丁目313番地8, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,江南区,屋外
139.1440462,37.85726359,1343,いぶき野公園,いぶき野1丁目101番地4, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,江南区,屋外
139.1518799,37.88182964,1344,大江山公園,笹山423番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,江南区,屋外
139.095755,37.85815764,1393,亀田総合運動公園,茅野山３丁目１, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.128053,37.85768597,1394,亀田曙公園,曙町４丁目230番地54, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.134029,37.86182606,1396,横越川根町第2公園,横越川根町５丁目3215番地42, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.1397973,37.85479857,1397,横越農村公園,横越川根町2丁目1236番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.1022343,37.87821057,1419,大月公園,亀田ノ内高山520番地１, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.122675,37.8643807,1420,砂岡公園,砂岡３丁目1105番地１, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.115659,37.86031341,1421,堤公園,城山４丁目甲466-1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.0957726,37.87448815,1422,さつき公園,五月町２丁目570番地36, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.107926,37.86230531,1423,城所公園,城所１丁目甲611-2, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.1023995,37.8853126,1424,中島公園,亀田中島3丁目2455番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.1138991,37.86752488,1425,亀田東公園,亀田東町2丁目2895番地3, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.1041947,37.87299025,1426,西町公園,西町5丁目1233番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.1133859,37.8719816,1427,稲葉公園,稲葉2丁目846番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.1102815,37.88023076,1429,亀田公園,亀田向陽4丁目1779番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.1015208,37.87205678,1430,亀田運動広場,亀田緑町1丁目2, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,亀田地区,屋外
139.1353736,37.875225,1438,処分場運動広場,うぐいす2丁目1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.137963,37.87421933,1439,藤駒農村公園,駒込字前郷227, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.1609765,37.87573783,1440,小杉農村公園,小杉3丁目2929番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.112909,37.84749846,1441,二本木ことぶき公園,二本木4丁目1257番地８, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.1406773,37.85855161,1444,茜ヶ丘公園,茜ケ丘2943番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.1359565,37.85738144,1445,横越第1みどり公園,横越川根町3丁目2733番地16, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.1543998,37.85562052,1446,いなほ公園,横越東町1丁目3687番地19, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,横越地区,屋外
139.121977,37.87389842,1455,北山池公園,北山183番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,石山地区,屋外
139.1380813,37.88295619,1456,西山公園,西山338番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,石山地区,屋外
139.2107613,37.88777978,1348,長浦農村公園,浦木字長場村下1963番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
138.9967808,37.8914973,1513,青山水道遊園,青山水道1番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,坂井輪地区,屋外
139.008127,37.89500658,1515,平島記念公園,平島3丁目1番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,坂井輪地区,屋外
138.9987654,37.89575708,1517,新町公園,青山新町14番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,坂井輪地区,屋外
139.0011059,37.90768628,1520,青山海浜公園,関屋1829番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,本庁,屋外
139.0048332,37.91077176,1522,関分記念公園,関屋2番地44, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,本庁,屋外
139.0239029,37.9172313,1523,下川原公園,関屋下川原町1丁目3番地3, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,本庁,屋外
139.0126301,37.91001878,1525,信濃公園,信濃町19番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,本庁,屋外
139.0185504,37.90889683,1526,金鉢山公園,関屋金鉢山町90番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,本庁,屋外
139.0314702,37.92591322,1518,西海岸公園,西船見町5932番地626, , ,広域避難場所に指定しています。　・地震発生後、火災の延焼拡大等により一時避難場所が危険な状況になった場合の避難場所として市が指定しています。,本庁,屋外
139.0385288,37.91543901,1519,白山公園,一番堀通町1番地2, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,本庁,屋外
139.0412416,37.92763793,1521,西大畑公園,西大畑町5191番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,本庁,屋外
139.0378595,37.92941556,1310,旧二葉中学校グランド,二葉町2丁目5932, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,本庁,屋外
139.0793255,37.89456237,1454,桜が丘公園,京王2丁目15番7号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,石山地区,屋外
139.0815234,37.90021915,1457,東山公園,東明１丁目４番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,石山地区,屋外
139.0942014,37.90115678,1458,石山居村公園,新石山4丁目9番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,石山地区,屋外
139.0384517,37.90743188,1469,上所島公園,上所2丁目2番32号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,南地区,屋外
139.0661465,37.91196192,1471,太陽公園,笹口1丁目16番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,南地区,屋外
139.0692377,37.91374428,1472,笹口公園,笹口3丁目6番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,南地区,屋外
139.0738058,37.91898883,1486,日の出公園,日の出1丁目7番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,東地区,屋外
139.0625092,37.91700589,1487,万代公園,東万代町9番3号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,東地区,屋外
139.0667614,37.91589003,1488,東公園,明石1丁目4番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,東地区,屋外
139.0784996,37.93600836,1493,大山台公園,大山2丁目13番2号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.0941326,37.93317164,1494,藤見中央公園,藤見町2丁目29番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.1088298,37.90529872,1316,協和公園,石山団地9-16, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。, ,屋外
139.1184664,37.92865822,1345,新松崎第2公園,新松崎3丁目6番8号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,東区,屋外
139.1011922,37.90410195,1459,中野山家浦公園,中野山1丁目2番地2, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,石山地区,屋外
139.0982758,37.90251867,1460,石山中央公園,新石山2丁目5番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,石山地区,屋外
139.1109312,37.90546956,1461,石山第一公園,東中島1丁目2番18号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,石山地区,屋外
139.1035359,37.89346041,1462,萌木野公園,もえぎ野2丁目14番30号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,石山地区,屋外
139.1590372,37.92028659,1476,すみれ野公園,すみれ野1丁目12-2, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北地区,屋外
139.1535123,37.92748463,1478,つくし野西公園,つくし野1丁目13番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北地区,屋外
139.1571777,37.92943303,1479,つくし野東公園,つくし野2丁目18番, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北地区,屋外
139.1280103,37.93441986,1489,かれすわ公園,海老ヶ瀬78番地9, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,東地区,屋外
139.1053229,37.93556718,1498,河渡公園,河渡本町20番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.2249329,37.90660617,1347,豊栄南運動公園,嘉山字嘉山493番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2263275,37.91960877,1349,しらかば公園,朝日町２丁目14番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.1845881,37.92385778,1350,豊栄大空公園,早通北５丁目1682番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.22248,37.90761931,1351,中嘉山公園,嘉山4丁目6番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2086806,37.91650127,1352,夕やけ公園,柳原3丁目10番2号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2143223,37.90876141,1353,住良公園,川西3丁目1834番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.1824221,37.93415706,1354,おやま公園,木崎837番地30, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2117346,37.91498175,1356,さくら公園,白新町4丁目54番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2151302,37.92223722,1357,すみれ公園,石動1丁目10番3号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.1846175,37.92087885,1358,まえわり公園,早通北3丁目311番地75, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.1786712,37.91789867,1359,仏伝公園,早通南3丁目977番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.1868165,37.92102723,1360,彩野公園,彩野1丁目6番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2179725,37.92428188,1361,下大口公園,葛塚字下大口4539, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2171044,37.92085197,1362,石動公園,白新町1丁目3994番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2197684,37.91127675,1363,川岸公園,嘉山2丁目1646番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2254262,37.91465461,1365,前新田公園,東栄町2丁目7番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2143472,37.90741721,1366,美里第一公園,美里1丁目5番5号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2219663,37.9245446,1368,月見公園,大田字法花鳥屋甲5271, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2116005,37.92053957,1369,豊栄ひまわり公園,柳原2丁目7番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.2349666,37.91380838,1346,水の公園福島潟,前新田乙493番地, , ,広域避難場所に指定しています。　・地震発生後、火災の延焼拡大等により一時避難場所が危険な状況になった場合の避難場所として市が指定しています。,北区,屋外
139.0563954,37.9407134,1524,水戸教公園,雲雀町18番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,本庁,屋外
139.0724964,37.94186145,1328,青葉公園,臨港1丁目8番10号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.0945067,37.94896728,1490,牛海道中央公園,空港西1丁目14番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.0936206,37.9538922,1491,山の下海浜公園,船江町1丁目52番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.0831577,37.94106819,1502,秋葉自然公園,秋葉1丁目5番5号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.1152911,37.94578075,1528,大空公園,太平2丁目11番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.1429962,37.95745507,1327,ちとせ公園,松浜５丁目12番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北地区,屋外
139.1569925,37.9579907,1477,陽光南公園,太夫浜新町1丁目5-1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北地区,屋外
139.1412058,37.95337848,1480,あかしあ公園,松浜3丁目19番地8, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北地区,屋外
139.1453594,37.95182423,1481,山の上公園,松浜1丁目17番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北地区,屋外
139.1371611,37.95732373,1482,みなと公園,松浜7丁目9番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北地区,屋外
139.1250881,37.94362731,1484,津島屋公園,津島屋6丁目5番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,東地区,屋外
139.11376,37.93748922,1485,松崎公園,白銀2丁目7番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,東地区,屋外
139.1033099,37.94208223,1492,じゅんさい池公園,松園2丁目2番1号, , ,広域避難場所に指定しています。　・地震発生後、火災の延焼拡大等により一時避難場所が危険な状況になった場合の避難場所として市が指定しています。,中地区,屋外
139.0967904,37.93944171,1495,小金公園,松和町1番1号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.1114889,37.93951058,1496,河渡中央公園,有楽3丁目3番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.1018927,37.94387088,1497,赤トンボ公園,幸栄1丁目9番30号, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.1196577,37.94759987,1499,宮浦公園,太平1丁目1番地3, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.1113923,37.94399112,1500,太平公園,太平3丁目24番地, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,中地区,屋外
139.1598766,37.93806659,1501,濁川公園,濁川686番地1, , ,広域避難場所に指定しています。　・地震発生後、火災の延焼拡大等により一時避難場所が危険な状況になった場合の避難場所として市が指定しています。,北地区,屋外
139.1926395,37.94361107,1364,やまどおり公園,木崎字樋ノ入山2741-1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.1903994,37.94205188,1367,見国山公園,木崎字見国山2878-5, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
139.1949363,37.96996991,1475,島見公園,島見町1876番地1, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北地区,屋外
139.2529563,37.94234619,1355,太田農村公園,太田字下黒山2005, , ,一時避難場所に指定しています。　・災害が発生し、または発生の恐れがある場合に、一時的に避難する場所として市が指定した場所です。,北区,屋外
